License File,Distribute,Modify,Commercial Use,Hold Liable,Include Copyright,Include License,Sublicense,Use Trademark,Private Use,Disclose Source,State Changes,Place Warranty,Include Notice,Include Original,Give Credit,Use Patent Claims,Rename,Relicense,Contact Author,Include Install Instructions,Compensate for Damages,Statically Link,Pay Above Use Threshold
cdla-permissive-1.0_63.txt,1.0,1.0,0.0,2.0,0.0,3.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cdla-permissive-1.0_64.txt,1.0,1.0,0.0,2.0,0.0,3.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cdla-permissive-2.0_65.txt,1.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cdla-permissive-2.0_66.txt,1.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cdla-permissive-2.0_67.txt,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cdla-permissive-2.0_68.txt,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
creativeml-openrail-m_69.txt,2.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
creativeml-openrail-m_70.txt,3.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
creativeml-openrail-m_71.txt,1.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
creativeml-openrail-m_72.txt,1.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
creativeml-openrail-m_73.txt,1.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
creativeml-openrail-m_74.txt,1.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
creativeml-openrail-m_75.txt,1.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
creativeml-openrail-m_76.txt,1.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
creativeml-openrail-m_77.txt,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
creativeml-openrail-m_78.txt,1.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
creativeml-openrail-m_79.txt,1.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
creativeml-openrail-m_80.txt,1.0,1.0,1.0,2.0,3.0,3.0,1.0,3.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
creativeml-openrail-m_81.txt,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
creativeml-openrail-m_82.txt,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
creativeml-openrail-m_83.txt,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
creativeml-openrail-m_84.txt,1.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
creativeml-openrail-m_85.txt,1.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
creativeml-openrail-m_86.txt,1.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma_87.txt,2.0,1.0,0.0,2.0,0.0,3.0,1.0,2.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma_88.txt,3.0,1.0,0.0,2.0,0.0,3.0,1.0,2.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma_89.txt,1.0,2.0,0.0,2.0,0.0,3.0,1.0,2.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma_90.txt,1.0,3.0,0.0,2.0,0.0,3.0,1.0,2.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma_91.txt,1.0,1.0,0.0,1.0,0.0,3.0,1.0,2.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma_92.txt,1.0,1.0,0.0,3.0,0.0,3.0,1.0,2.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma_93.txt,1.0,1.0,0.0,2.0,0.0,3.0,1.0,1.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma_94.txt,1.0,1.0,0.0,2.0,0.0,3.0,1.0,3.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma_95.txt,1.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma_96.txt,1.0,1.0,0.0,2.0,0.0,2.0,1.0,2.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma_97.txt,1.0,1.0,0.0,2.0,0.0,3.0,1.0,2.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma_98.txt,1.0,1.0,0.0,2.0,0.0,3.0,1.0,2.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intel-research_99.txt,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intel-research_100.txt,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intel-research_101.txt,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intel-research_102.txt,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama2_103.txt,2.0,1.0,1.0,2.0,3.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
llama2_104.txt,3.0,1.0,1.0,2.0,3.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
llama2_105.txt,1.0,2.0,1.0,2.0,3.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
llama2_106.txt,1.0,3.0,1.0,2.0,3.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
llama2_107.txt,1.0,1.0,2.0,2.0,3.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
llama2_108.txt,1.0,1.0,3.0,2.0,3.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
llama2_109.txt,1.0,1.0,1.0,2.0,3.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
llama2_110.txt,1.0,1.0,1.0,2.0,3.0,3.0,0.0,2.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
llama3.1_111.txt,2.0,1.0,1.0,2.0,3.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
llama3.1_112.txt,3.0,1.0,1.0,2.0,3.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
llama3.1_113.txt,1.0,2.0,1.0,2.0,3.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
llama3.1_114.txt,1.0,3.0,1.0,2.0,3.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
llama3.1_115.txt,1.0,1.0,1.0,1.0,3.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
llama3.1_116.txt,1.0,1.0,1.0,3.0,3.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
llama3.1_117.txt,1.0,1.0,1.0,2.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
llama3.1_118.txt,1.0,1.0,1.0,2.0,3.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
llama3.1_119.txt,1.0,1.0,1.0,2.0,3.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
llama3.1_120.txt,1.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
llama3.1_121.txt,1.0,1.0,1.0,2.0,1.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
llama3.1_122.txt,1.0,1.0,1.0,2.0,2.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
llama3.1_123.txt,1.0,1.0,1.0,2.0,3.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
llama3.1_124.txt,1.0,1.0,1.0,2.0,3.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
llama3.1_125.txt,1.0,1.0,1.0,2.0,3.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
llama3.1_126.txt,1.0,1.0,1.0,2.0,3.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
llama3.2_127.txt,2.0,1.0,1.0,2.0,3.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
llama3.2_128.txt,3.0,1.0,1.0,2.0,3.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
llama3.2_129.txt,1.0,2.0,1.0,2.0,3.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
